,date,code,basisRatio
0,2023-04-03,HC,0.023474178403755867
59,2023-04-03,I,0.1045958795562599
118,2023-04-03,J,0.04013133892739876
177,2023-04-03,JM,0.06204980448651982
236,2023-04-03,RB,0.03675417661097852
295,2023-04-03,SF,-0.05798657718120805
1,2023-04-04,HC,0.026777251184834122
60,2023-04-04,I,0.10559537819621273
119,2023-04-04,J,0.05508938343670193
178,2023-04-04,JM,0.06525664173329894
237,2023-04-04,RB,0.03099273607748184
296,2023-04-04,SF,-0.052348993288590606
2,2023-04-06,HC,0.029523809523809525
61,2023-04-06,I,0.10679819858460221
120,2023-04-06,J,0.06001459321415542
179,2023-04-06,JM,0.07686355429455764
238,2023-04-06,RB,0.03202933985330073
297,2023-04-06,SF,-0.038657718120805366
3,2023-04-07,HC,0.029176470588235293
62,2023-04-07,I,0.11017849553761161
121,2023-04-07,J,0.09084275811747537
180,2023-04-07,JM,0.04156178030100151
239,2023-04-07,RB,0.030750605326876512
298,2023-04-07,SF,-0.045369127516778525
4,2023-04-10,HC,0.029832935560859187
63,2023-04-10,I,0.11181730044166752
122,2023-04-10,J,0.05815681902638424
181,2023-04-10,JM,0.05181432740487854
240,2023-04-10,RB,0.03194103194103194
299,2023-04-10,SF,-0.03543624161073825
5,2023-04-11,HC,0.02684085510688836
64,2023-04-11,I,0.09851796566798164
123,2023-04-11,J,0.05815681902638424
182,2023-04-11,JM,0.049061175045426966
241,2023-04-11,RB,0.019950738916256157
300,2023-04-11,SF,-0.042953020134228186
6,2023-04-12,HC,0.03007159904534606
65,2023-04-12,I,0.10146173688736025
124,2023-04-12,J,0.07060572277963582
183,2023-04-12,JM,0.04052640273112709
242,2023-04-12,RB,0.02857142857142857
301,2023-04-12,SF,-0.04187919463087248
7,2023-04-13,HC,0.03708133971291866
66,2023-04-13,I,0.10463215258855586
125,2023-04-13,J,0.09977703455964325
184,2023-04-13,JM,0.02572812830651002
243,2023-04-13,RB,0.03052109181141439
302,2023-04-13,SF,-0.04348993288590604
8,2023-04-14,HC,0.035476190476190474
67,2023-04-14,I,0.11100249809927233
126,2023-04-14,J,0.08342623560014864
185,2023-04-14,JM,0.007350893801860024
244,2023-04-14,RB,0.03472906403940887
303,2023-04-14,SF,-0.04778523489932886
9,2023-04-17,HC,0.029523809523809525
68,2023-04-17,I,0.11022433132010358
127,2023-04-17,J,0.02836742570436125
186,2023-04-17,JM,0.020437712312747144
245,2023-04-17,RB,0.027407407407407408
304,2023-04-17,SF,-0.04135135135135135
10,2023-04-18,HC,0.026540284360189573
69,2023-04-18,I,0.10931823039110916
128,2023-04-18,J,0.026437668853724432
187,2023-04-18,JM,0.01403352453082366
246,2023-04-18,RB,0.02235872235872236
305,2023-04-18,SF,-0.06675675675675675
11,2023-04-19,HC,0.0334916864608076
70,2023-04-19,I,0.09673596897554665
129,2023-04-19,J,0.026437668853724432
188,2023-04-19,JM,0.006794007907779721
247,2023-04-19,RB,0.024691358024691357
306,2023-04-19,SF,-0.06201342281879195
12,2023-04-20,HC,0.027884615384615386
71,2023-04-20,I,0.10082933216935834
130,2023-04-20,J,0.04554226167502894
189,2023-04-20,JM,0.0011201344161299357
248,2023-04-20,RB,0.0236318407960199
307,2023-04-20,SF,-0.045369127516778525
13,2023-04-21,HC,0.028992628992628992
72,2023-04-21,I,0.1126084970306076
131,2023-04-21,J,0.06464685449633346
190,2023-04-21,JM,0.03668440212825539
249,2023-04-21,RB,0.034760705289672546
308,2023-04-21,SF,-0.03864864864864865
14,2023-04-24,HC,0.033668341708542715
73,2023-04-24,I,0.10292896952448709
132,2023-04-24,J,0.02709755118426335
191,2023-04-24,JM,0.09633155978717446
250,2023-04-24,RB,0.02578125
309,2023-04-24,SF,-0.02945945945945946
15,2023-04-25,HC,0.037531486146095715
74,2023-04-25,I,0.11396181384248211
133,2023-04-25,J,0.04817342432757928
192,2023-04-25,JM,0.06860789788591948
251,2023-04-25,RB,0.03185378590078329
310,2023-04-25,SF,-0.030204081632653063
16,2023-04-26,HC,0.0364321608040201
75,2023-04-26,I,0.11573855592260503
134,2023-04-26,J,0.044961862705740666
193,2023-04-26,JM,0.14183144338708764
252,2023-04-26,RB,0.03229166666666667
311,2023-04-26,SF,-0.02857142857142857
17,2023-04-27,HC,0.04271356783919598
76,2023-04-27,I,0.1230121608980356
135,2023-04-27,J,0.06804496186270574
194,2023-04-27,JM,0.11129817810113639
253,2023-04-27,RB,0.042077922077922075
312,2023-04-27,SF,-0.0236734693877551
18,2023-04-28,HC,0.04924623115577889
77,2023-04-28,I,0.11785420824040378
136,2023-04-28,J,0.07246085909273384
195,2023-04-28,JM,0.1539895376104864
254,2023-04-28,RB,0.04856396866840731
313,2023-04-28,SF,-0.0236734693877551
19,2023-05-04,HC,0.043701799485861184
78,2023-05-04,I,0.10481141199226311
137,2023-05-04,J,0.05855290673358427
196,2023-05-04,JM,0.1789429378870783
255,2023-05-04,RB,0.0389920424403183
314,2023-05-04,SF,-0.011156462585034013
20,2023-05-05,HC,0.03168831168831169
79,2023-05-05,I,0.09985243482538127
138,2023-05-05,J,0.014622435617634221
197,2023-05-05,JM,0.16330948229210507
256,2023-05-05,RB,0.015945945945945946
315,2023-05-05,SF,-0.026758620689655174
21,2023-05-08,HC,0.022418136020151132
80,2023-05-08,I,0.07698774921931302
139,2023-05-08,J,-0.047238703788224555
198,2023-05-08,JM,0.15970176177018816
257,2023-05-08,RB,0.014473684210526316
316,2023-05-08,SF,-0.032827586206896554
22,2023-05-09,HC,0.02430379746835443
81,2023-05-09,I,0.08132347594231004
140,2023-05-09,J,-0.02761296211775445
199,2023-05-09,JM,0.1757240686058931
258,2023-05-09,RB,0.025
317,2023-05-09,SF,-0.023172413793103447
23,2023-05-10,HC,0.030456852791878174
82,2023-05-10,I,0.06738577142164588
141,2023-05-10,J,-0.02761296211775445
200,2023-05-10,JM,0.15961305925030228
259,2023-05-10,RB,0.01936339522546419
318,2023-05-10,SF,-0.024275862068965516
24,2023-05-11,HC,0.03626943005181347
83,2023-05-11,I,0.07106217940698105
142,2023-05-11,J,-0.0700621712099474
201,2023-05-11,JM,0.1395699488658713
260,2023-05-11,RB,0.025945945945945945
319,2023-05-11,SF,-0.020689655172413793
25,2023-05-12,HC,0.03307291666666667
84,2023-05-12,I,0.06532663316582915
143,2023-05-12,J,-0.0700621712099474
202,2023-05-12,JM,0.12875311393732797
261,2023-05-12,RB,0.02608695652173913
320,2023-05-12,SF,-0.033379310344827585
26,2023-05-15,HC,0.025384615384615384
85,2023-05-15,I,0.055872015513271145
144,2023-05-15,J,-0.0700621712099474
203,2023-05-15,JM,0.10974170709322151
262,2023-05-15,RB,0.013136729222520108
321,2023-05-15,SF,-0.03586206896551724
27,2023-05-16,HC,0.031794871794871796
86,2023-05-16,I,0.05877342419080063
145,2023-05-16,J,-0.0700621712099474
204,2023-05-16,JM,0.11924741051527474
263,2023-05-16,RB,0.01752021563342318
322,2023-05-16,SF,-0.03
28,2023-05-17,HC,0.023155216284987276
87,2023-05-17,I,0.04356624211403407
146,2023-05-17,J,-0.10090865614538498
205,2023-05-17,JM,0.083846859840042
264,2023-05-17,RB,0.0032085561497326204
323,2023-05-17,SF,-0.034444444444444444
29,2023-05-18,HC,0.016666666666666666
88,2023-05-18,I,0.04170151750507824
147,2023-05-18,J,-0.10090865614538498
206,2023-05-18,JM,0.09368034613871777
265,2023-05-18,RB,0.014627659574468085
324,2023-05-18,SF,-0.04694444444444444
30,2023-05-19,HC,0.02622107969151671
89,2023-05-19,I,0.05046480743691894
148,2023-05-19,J,-0.10090865614538498
207,2023-05-19,JM,0.14996193859426546
266,2023-05-19,RB,0.01801075268817204
325,2023-05-19,SF,-0.050833333333333335
31,2023-05-22,HC,0.031331592689295036
90,2023-05-22,I,0.04567396955068694
149,2023-05-22,J,-0.09995100440960314
208,2023-05-22,JM,0.16708957117482878
267,2023-05-22,RB,0.022404371584699455
326,2023-05-22,SF,-0.026013986013986013
32,2023-05-23,HC,0.0265625
91,2023-05-23,I,0.05290741202894931
150,2023-05-23,J,-0.09995100440960314
209,2023-05-23,JM,0.16739729458917832
268,2023-05-23,RB,0.018579234972677595
327,2023-05-23,SF,-0.024055944055944058
33,2023-05-24,HC,0.03660477453580902
92,2023-05-24,I,0.053672316384180734
151,2023-05-24,J,-0.08598726114649681
210,2023-05-24,JM,0.17021543086172342
269,2023-05-24,RB,0.022752808988764046
328,2023-05-24,SF,-0.015104895104895105
34,2023-05-25,HC,0.0328
93,2023-05-25,I,0.047251190936011385
152,2023-05-25,J,-0.0514453699167075
211,2023-05-25,JM,0.19213426853707413
270,2023-05-25,RB,0.018518518518518517
329,2023-05-25,SF,-0.031205673758865248
35,2023-05-26,HC,0.020105820105820106
94,2023-05-26,I,0.05118061565088389
153,2023-05-26,J,-0.077850326469111
212,2023-05-26,JM,0.21217434869739477
271,2023-05-26,RB,0.01544943820224719
330,2023-05-26,SF,-0.0249645390070922
36,2023-05-29,HC,0.005291005291005291
95,2023-05-29,I,0.04281345565749235
154,2023-05-29,J,-0.005775991963837268
213,2023-05-29,JM,0.1789829659318637
272,2023-05-29,RB,0.0050561797752808986
331,2023-05-29,SF,-0.03773049645390071
37,2023-05-30,HC,0.013866666666666666
96,2023-05-30,I,0.047471875386327085
155,2023-05-30,J,-0.14766449020592667
214,2023-05-30,JM,0.13673894072632076
273,2023-05-30,RB,0.013559322033898305
332,2023-05-30,SF,-0.026382978723404255
38,2023-05-31,HC,0.014171122994652407
97,2023-05-31,I,0.04574035260756999
156,2023-05-31,J,-0.008538422903063787
215,2023-05-31,JM,0.1350607504866752
274,2023-05-31,RB,0.007692307692307693
333,2023-05-31,SF,-0.011428571428571429
39,2023-06-01,HC,0.005277044854881266
98,2023-06-01,I,0.041766109785202864
157,2023-06-01,J,-0.09634209170530654
216,2023-06-01,JM,0.11391555346714106
275,2023-06-01,RB,0.0
334,2023-06-01,SF,-0.02857142857142857
40,2023-06-02,HC,-0.006036745406824147
99,2023-06-02,I,0.04886769964243146
158,2023-06-02,J,-0.09634209170530654
217,2023-06-02,JM,0.12700543733637648
276,2023-06-02,RB,-0.0005524861878453039
335,2023-06-02,SF,-0.04371428571428571
41,2023-06-05,HC,0.002325581395348837
100,2023-06-05,I,0.04395346104125041
159,2023-06-05,J,-0.09634209170530654
218,2023-06-05,JM,0.12197086661743978
277,2023-06-05,RB,0.005978260869565218
336,2023-06-05,SF,-0.047345767575322814
42,2023-06-06,HC,0.00233160621761658
101,2023-06-06,I,0.042986952469711064
160,2023-06-06,J,-0.09634209170530654
219,2023-06-06,JM,0.09948311740618919
278,2023-06-06,RB,0.012162162162162163
337,2023-06-06,SF,-0.044763271162123384
43,2023-06-07,HC,-0.0031496062992125984
102,2023-06-07,I,0.03832712022367192
161,2023-06-07,J,-0.09634209170530654
220,2023-06-07,JM,0.11458682956299929
279,2023-06-07,RB,0.009782608695652175
338,2023-06-07,SF,-0.027913669064748202
44,2023-06-08,HC,-0.009162303664921465
103,2023-06-08,I,0.0390304961310878
162,2023-06-08,J,-0.09634209170530654
221,2023-06-08,JM,0.09601809334521275
280,2023-06-08,RB,0.003243243243243243
339,2023-06-08,SF,-0.033093525179856115
45,2023-06-09,HC,-0.011855670103092783
104,2023-06-09,I,0.024977598566308195
163,2023-06-09,J,-0.09634209170530654
222,2023-06-09,JM,0.09533273935987932
281,2023-06-09,RB,-0.0021447721179624667
340,2023-06-09,SF,-0.04287769784172662
46,2023-06-12,HC,-0.011518324607329843
105,2023-06-12,I,0.03251660178612317
164,2023-06-12,J,-0.18753219989696032
223,2023-06-12,JM,0.077856212733877
282,2023-06-12,RB,0.005945945945945946
341,2023-06-12,SF,-0.031654676258992806
47,2023-06-13,HC,-0.011568123393316195
106,2023-06-13,I,0.025724923840685948
165,2023-06-13,J,-0.032199896960329724
224,2023-06-13,JM,0.07711154971755255
283,2023-06-13,RB,-0.007466666666666667
342,2023-06-13,SF,-0.03838383838383838
48,2023-06-14,HC,-0.005384615384615384
107,2023-06-14,I,0.026657706093189914
166,2023-06-14,J,-0.05306543019062339
225,2023-06-14,JM,0.06554141427890829
284,2023-06-14,RB,-0.003183023872679045
343,2023-06-14,SF,-0.04521739130434783
49,2023-06-15,HC,-0.007435897435897436
108,2023-06-15,I,0.0247695212706875
167,2023-06-15,J,-0.19938176197836166
226,2023-06-15,JM,0.02981011365956575
285,2023-06-15,RB,-0.008753315649867375
344,2023-06-15,SF,-0.05547445255474453
50,2023-06-16,HC,-0.008905852417302799
109,2023-06-16,I,0.026991002999000285
168,2023-06-16,J,-0.13472436888201958
227,2023-06-16,JM,0.027087728850472986
286,2023-06-16,RB,-0.006544502617801047
345,2023-06-16,SF,-0.0688235294117647
51,2023-06-19,HC,-0.006666666666666667
110,2023-06-19,I,0.023354564755838615
169,2023-06-19,J,-0.13472436888201958
228,2023-06-19,JM,0.08398883532098457
287,2023-06-19,RB,-0.0002631578947368421
346,2023-06-19,SF,-0.07029411764705883
52,2023-06-20,HC,-0.005154639175257732
111,2023-06-20,I,0.027824337914850797
170,2023-06-20,J,-0.13472436888201958
229,2023-06-20,JM,0.0627378837858412
288,2023-06-20,RB,0.0036939313984168864
347,2023-06-20,SF,-0.07352941176470588
53,2023-06-21,HC,0.0007751937984496124
112,2023-06-21,I,0.026528776978417292
171,2023-06-21,J,-0.13472436888201958
230,2023-06-21,JM,0.0627378837858412
289,2023-06-21,RB,0.012137203166226913
348,2023-06-21,SF,-0.07558823529411765
54,2023-06-26,HC,-0.0007853403141361257
113,2023-06-26,I,0.024624421100191977
172,2023-06-26,J,-0.13472436888201958
231,2023-06-26,JM,0.09579513120455264
290,2023-06-26,RB,-0.015447154471544716
349,2023-06-26,SF,-0.05088235294117647
55,2023-06-27,HC,-0.002577319587628866
114,2023-06-27,I,0.031390626714959964
173,2023-06-27,J,-0.13472436888201958
232,2023-06-27,JM,0.08567815365159659
291,2023-06-27,RB,-0.0029333333333333334
350,2023-06-27,SF,-0.06933333333333333
56,2023-06-28,HC,-0.0036175710594315244
115,2023-06-28,I,0.0315364469663902
174,2023-06-28,J,-0.13472436888201958
233,2023-06-28,JM,0.06797344293392349
292,2023-06-28,RB,0.0007978723404255319
351,2023-06-28,SF,-0.06311111111111112
57,2023-06-29,HC,-0.005440414507772021
116,2023-06-29,I,0.03867161896438713
175,2023-06-29,J,-0.13472436888201958
234,2023-06-29,JM,0.08283275371482769
293,2023-06-29,RB,0.005319148936170213
352,2023-06-29,SF,-0.05807407407407408
58,2023-06-30,HC,-0.008268733850129198
117,2023-06-30,I,0.034478960123375146
176,2023-06-30,J,0.032199896960329724
235,2023-06-30,JM,-0.011697755295605438
294,2023-06-30,RB,0.016180371352785147
353,2023-06-30,SF,-0.044444444444444446
